АВС/ DEF;От;До;Емкость;Оператор;Регион
900;0;99999;100000;Телеком Евразия;Краснодарский край
900;100000;199999;100000;Смоленская Сотовая Связь;Тверская область
900;200000;299999;100000;Челябинская Сотовая Связь;Челябинская область
900;300000;499999;200000;ЕКАТЕРИНБУРГ-2000;Свердловская область
900;500000;599999;100000;Кемеровская Мобильная Связь;Кемеровская область
900;1900000;1909999;10000;Скай-1800;Республика Адыгея
900;1910000;1919999;10000;Скай-1800;Кабардино - Балкарская Республика
900;1920000;1929999;10000;Скай-1800;Карачаево - Черкесская Республика
900;1930000;1939999;10000;Скай-1800;Республика Северная Осетия - Алания
900;1940000;1949999;10000;Скай-1800;Чеченская Республика
900;1950000;1959999;10000;Скай-1800;Краснодарский край
900;1960000;1969999;10000;Скай-1800;Республика Ингушетия
900;1970000;2169999;200000;ЕКАТЕРИНБУРГ-2000;Свердловская область
900;2170000;2187999;18000;Скай-1800;Чеченская Республика
900;2190000;2289999;100000;Смоленская Сотовая Связь;Смоленская область
900;2290000;2989999;700000;Телеком Евразия;Краснодарский край
900;2990000;2999999;10000;Вотек Мобайл;Воронежская область
900;3000000;3099999;100000;Вотек Мобайл;Воронежская область
900;3100000;3149999;50000;Нижегородская сотовая связь;Саратовская область
900;3150000;3199999;50000;Нижегородская сотовая связь;Пензенская область
900;3200000;3299999;100000;Нижегородская сотовая связь;Республика Татарстан (Татарстан)
900;3300000;3349999;50000;Нижегородская сотовая связь;Чувашская Республика
900;3350000;3449999;100000;Вымпел-Коммуникации;Хабаровский край
900;3450000;3549999;100000;Телесет Лтд.;Калининградская область
900;3550000;3749999;200000;Смоленская Сотовая Связь;Брянская область
900;3750000;3849999;100000;ЕКАТЕРИНБУРГ-2000;Курганская область
900;3850000;3949999;100000;ЕКАТЕРИНБУРГ-2000;Ханты - Мансийский - Югра АО |Тюменская область
900;3950000;4049999;100000;ЕКАТЕРИНБУРГ-2000;Ямало - Ненецкий АО |Тюменская область
900;4050000;4149999;100000;Сибирская Сотовая Связь;Магаданская область
900;4150000;4249999;100000;Сибирская Сотовая Связь;Еврейская автономная область
900;4250000;4349999;100000;Сибирская Сотовая Связь;Сахалинская область
900;4350000;4449999;100000;Сибирская Сотовая Связь;Камчатский край
900;4450000;4459999;10000;Сибирская Сотовая Связь;Чукотский автономный округ
900;4460000;4549999;90000;Нижегородская сотовая связь;Ульяновская область
900;4550000;4649999;100000;Санкт-Петербург Телеком;Республика Карелия
900;4655000;4664999;10000;Нижегородская сотовая связь;Ульяновская область
900;4665000;4714999;50000;Нижегородская сотовая связь;Пензенская область
900;4715000;4734999;20000;Смоленская Сотовая Связь;Тверская область
900;4735000;4834999;100000;Вотек Мобайл;Владимирская область
900;4835000;4884999;50000;Вотек Мобайл;Орловская область
900;4900000;4999999;100000;Вотек Мобайл;Тамбовская область
900;5000000;5099999;100000;Санкт-Петербург Телеком;Вологодская область
900;5100000;5199999;100000;Вотек Мобайл;Тамбовская область
900;5200000;5299999;100000;Вотек Мобайл;Кировская область
900;5300000;5399999;100000;Санкт-Петербург Телеком;Вологодская область
900;5400000;5449999;50000;Санкт-Петербург Телеком;Вологодская область
900;5560000;5609999;50000;Санкт-Петербург Телеком;Вологодская область
900;5610000;5709999;100000;Телесет Лтд.;Калининградская область
900;5710000;5809999;100000;Смоленская Сотовая Связь;Калужская область
900;5810000;5909999;100000;Вотек Мобайл;Владимирская область
900;5910000;6009999;100000;Липецк Мобайл;Липецкая область
900;6010000;6109999;100000;Вотек Мобайл;Рязанская область
900;6600000;6699999;100000;Сибирская Сотовая Связь;Сахалинская область
900;6700000;6799999;100000;Сибирская Сотовая Связь;Омская область
900;6800000;6899999;100000;Сибирская Сотовая Связь;Камчатский край
900;6900000;6999999;100000;Смоленская Сотовая Связь;Брянская область
900;7000000;7499999;500000;Антарес;Москва и Московская область
900;7500000;7699999;200000;Антарес;Свердловская область
900;7700000;7899999;200000;Антарес;Челябинская область
900;7900000;7999999;100000;Антарес;Воронежская область
900;9000000;9009999;10000;Газпром телеком;Москва и Московская область
900;9010000;9109999;100000;Вотек Мобайл;Рязанская область
900;9110000;9209999;100000;Архангельские Мобильные Сети;Архангельская область
900;9900000;9999999;100000;Санкт-Петербург Телеком;Псковская область
901;0;9999;10000;Астарта;Ростовская область
901;10000;19999;10000;Астарта;Республика Северная Осетия - Алания
901;20000;79999;60000;Астарта;Краснодарский край
901;80000;99999;20000;Астарта;Краснодарский край
901;100000;129999;30000;Скай-1800;Республика Адыгея
901;130000;134999;5000;Астарта;Республика Адыгея
901;135000;135049;50;Скай Линк;Пензенская область
901;135050;135099;50;Скай Линк;Республика Татарстан (Татарстан)
901;135100;135299;200;Скай Линк;Кабардино - Балкарская Республика
901;135300;135499;200;Скай Линк;Республика Бурятия
901;135500;135599;100;Скай Линк;Тыймырский (Долгано-Ненецкий) |Красноярский край
901;135600;135699;100;Скай Линк;Агинский |Читинская область
901;135700;135799;100;Скай Линк;Корякский автономный округ (Камчатская область) |Камчатский край
901;135800;135899;100;Скай Линк;Республика Калмыкия
901;135900;135999;100;Скай Линк;Республика Алтай
901;136000;136099;100;Скай Линк;Республика Тыва
901;136100;136199;100;Скай Линк;Усть - Ордынский Бурятский автономный округ (Иркутская область) |Иркутская область
901;136200;136299;100;Скай Линк;Ставропольский край
901;136300;136399;100;Скай Линк;Эвенкийский |Красноярский край
901;136400;136499;100;Астарта;Липецкая область
901;136500;136599;100;Астарта;Карачаево - Черкесская Республика
901;136600;136699;100;Астарта;Забайкальский край
901;136700;136799;100;Астарта;Еврейская автономная область
901;136800;136899;100;Астарта;Амурская область
901;136900;136999;100;Астарта;Камчатский край
901;137000;137099;100;Астарта;Владимирская область
901;140000;169999;30000;Астарта;Краснодарский край
901;170000;199999;30000;РТ-Мобайл;Томская область
901;200000;209999;10000;Скай Линк;Республика Дагестан
901;920000;929999;10000;Астарта;Воронежская область
901;930000;939999;10000;Астарта;Воронежская область
901;940000;949999;10000;Астарта;Рязанская область
901;1000000;1019999;20000;Астарта;Краснодарский край
901;1020000;1029999;10000;Скай-1800;Краснодарский край
901;1030000;1059999;30000;Астарта;Краснодарский край
901;1060000;1069999;10000;Астарта;Ростовская область
901;1070000;1079999;10000;Астарта;Краснодарский край
901;1080000;1089999;10000;Мобильная сот.связь;Ставрополь |Ставропольский край
901;1110000;1119999;10000;Енисейтелеком;Красноярский край
901;1160000;1169999;10000;Кузбаск.сот. связь;Кемерово |Кемеровская область
901;1240000;1249999;10000;Северо-вост. Телеком;Калужская область
901;1270000;1279999;10000;Астарта;Калужская область
901;1290000;1299999;10000;Кузбаск.сот. связь;Кемерово |Кемеровская область
901;1300000;1309999;10000;Астарта;Волгоградская область
901;1310000;1314999;5000;Астарта;Волгоградская область
901;1315000;1315099;100;Скай Линк;Республика Марий Эл
901;1315100;1315199;100;Скай Линк;Чувашская Республика
901;1315200;1315299;100;Астарта;Брянская область
901;1315300;1315399;100;Астарта;Республика Мордовия
901;1315400;1315499;100;Скай Линк;Кемеровская область
901;1315500;1315599;100;Астарта;Воронежская область
901;1315600;1315699;100;РТ-Мобайл;Томская область
901;1315700;1315799;100;Скай Линк;Чувашская Республика
901;1315800;1315899;100;Астарта;Удмуртская Республика
901;1315900;1315999;100;Астарта;Астраханская область
901;1316000;1316099;100;Астарта;Ростовская область
901;1316100;1316199;100;Астарта;Омская область
901;1316200;1316299;100;Астарта;Республика Мордовия
901;1316300;1316399;100;Астарта;Ростовская область
901;1340000;1349999;10000;Астарта;Приморский край
901;1380000;1389999;10000;Астарта;Приморский край
901;1390000;1399999;10000;Арктик Регион Связь;Чукотский автономный округ
901;1440000;1449999;10000;Астарта;Астраханская область
901;1450000;1459999;10000;Астарта;Калужская область
901;1470000;1474999;5000;Астарта;Калужская область
901;1490000;1499999;10000;Уралвестком;Свердловская область
901;1500000;1509999;10000;Уралвестком;Свердловская область
901;1520000;1529999;10000;Сотовая связь Башкортостана;Республика Башкортостан
901;1530000;1539999;10000;МТТ Инвест;Оренбург |Оренбургская область
901;1560000;1569999;10000;Астарта;Тюменская область
901;1570000;1579999;10000;Удмурт.сот.сети-450;Ис |Нижняя Тура |Свердловская область
901;1580000;1589999;10000;АПЕКС;Челябинская область
901;1600000;1609999;10000;Регион. технич.центр;Ий |Тоджинский |Республика Тыва
901;1610000;1619999;10000;Астарта;Владимирская область
901;1800000;1899999;100000;Московская сотовая связь;Москва и Московская область
901;1900000;1909999;10000;Астарта;Тверская область
901;1910000;1919999;10000;РТ-Мобайл;Ивановская область
901;1920000;1929999;10000;Астарта;Владимирская область
901;1930000;1939999;10000;Астарта;Воронежская область
901;1940000;1949999;10000;РТ-Мобайл;Ивановская область
901;1950000;1959999;10000;РТ-Мобайл;Ярославская область
901;1960000;1979999;20000;РТ-Мобайл;Костромская область
901;1980000;1989999;10000;Тульская сотовая радиотелефонная связь;Тульская область
901;1990000;1999999;10000;РТ-Мобайл;Ярославская область
901;2010000;2019999;10000;Уралвестком;Свердловская область
901;2020000;2029999;10000;Межрегиональный ТранзитТелеком;Москва
901;2100000;2109999;10000;Уралвестком;Свердловская область
901;2200000;2209999;10000;Уралвестком;Свердловская область
901;2300000;2309999;10000;Уралвестком;Свердловская область
901;2400000;2419999;20000;Енисейтелеком;Красноярский край
901;2420000;2439999;20000;Астарта;Кировская область
901;2500000;2519999;20000;АПЕКС;Челябинская область
901;2520000;2539999;20000;АПЕКС;Челябинская область
901;2600000;2619999;20000;КОМСТАР-Регионы;Ханты - Мансийский - Югра АО |Тюменская область
901;2620000;2639999;20000;Астарта;Омская область
901;2650000;2652046;2047;РТ-Мобайл;Пермский край
901;2652047;2652047;1;Ростелеком;Пермский край
901;2652048;2652298;251;РТ-Мобайл;Пермский край
901;2652299;2652299;1;Ростелеком;Пермский край
901;2652300;2652352;53;РТ-Мобайл;Пермский край
901;2652353;2652353;1;Ростелеком;Пермский край
901;2652354;2652695;342;РТ-Мобайл;Пермский край
901;2652696;2652696;1;Ростелеком;Пермский край
901;2652697;2653022;326;РТ-Мобайл;Пермский край
901;2653023;2653023;1;Ростелеком;Пермский край
901;2653024;2653030;7;РТ-Мобайл;Пермский край
901;2653031;2653031;1;Ростелеком;Пермский край
901;2653032;2653045;14;РТ-Мобайл;Пермский край
901;2653046;2653046;1;Ростелеком;Пермский край
901;2653047;2653086;40;РТ-Мобайл;Пермский край
901;2653087;2653087;1;Ростелеком;Пермский край
901;2653088;2653330;243;РТ-Мобайл;Пермский край
901;2653331;2653331;1;Ростелеком;Пермский край
901;2653332;2653342;11;РТ-Мобайл;Пермский край
901;2653343;2653343;1;Ростелеком;Пермский край
901;2653344;2653345;2;РТ-Мобайл;Пермский край
901;2653346;2653346;1;Ростелеком;Пермский край
901;2653347;2653404;58;РТ-Мобайл;Пермский край
901;2653405;2653408;4;Ростелеком;Пермский край
901;2653409;2653410;2;РТ-Мобайл;Пермский край
901;2653411;2653411;1;Ростелеком;Пермский край
901;2653412;2653415;4;РТ-Мобайл;Пермский край
901;2653416;2653416;1;Ростелеком;Пермский край
901;2653417;2653471;55;РТ-Мобайл;Пермский край
901;2653472;2653472;1;Ростелеком;Пермский край
901;2653473;2653474;2;РТ-Мобайл;Пермский край
901;2653475;2653475;1;Ростелеком;Пермский край
901;2653476;2653478;3;РТ-Мобайл;Пермский край
901;2653479;2653479;1;Ростелеком;Пермский край
901;2653480;2653496;17;РТ-Мобайл;Пермский край
901;2653497;2653497;1;Ростелеком;Пермский край
901;2653498;2653501;4;РТ-Мобайл;Пермский край
901;2653502;2653502;1;Ростелеком;Пермский край
901;2653503;2653532;30;РТ-Мобайл;Пермский край
901;2653533;2653533;1;Ростелеком;Пермский край
901;2653534;2653582;49;РТ-Мобайл;Пермский край
901;2653583;2653583;1;Ростелеком;Пермский край
901;2653584;2653657;74;РТ-Мобайл;Пермский край
901;2653658;2653658;1;Ростелеком;Пермский край
901;2653659;2653673;15;РТ-Мобайл;Пермский край
901;2653674;2653674;1;Ростелеком;Пермский край
901;2653675;2653702;28;РТ-Мобайл;Пермский край
901;2653703;2653703;1;Ростелеком;Пермский край
901;2653704;2653711;8;РТ-Мобайл;Пермский край
901;2653712;2653712;1;Ростелеком;Пермский край
901;2653713;2653713;1;РТ-Мобайл;Пермский край
901;2653714;2653714;1;Ростелеком;Пермский край
901;2653715;2653756;42;РТ-Мобайл;Пермский край
901;2653757;2653757;1;Ростелеком;Пермский край
901;2653758;2653838;81;РТ-Мобайл;Пермский край
901;2653839;2653839;1;Ростелеком;Пермский край
901;2653840;2653968;129;РТ-Мобайл;Пермский край
901;2653969;2653969;1;Ростелеком;Пермский край
901;2653970;2654019;50;РТ-Мобайл;Пермский край
901;2654020;2654020;1;Ростелеком;Пермский край
901;2654021;2654121;101;РТ-Мобайл;Пермский край
901;2654122;2654122;1;Ростелеком;Пермский край
901;2654123;2654150;28;РТ-Мобайл;Пермский край
901;2654151;2654151;1;Ростелеком;Пермский край
901;2654152;2654154;3;РТ-Мобайл;Пермский край
901;2654155;2654155;1;Ростелеком;Пермский край
901;2654156;2654212;57;РТ-Мобайл;Пермский край
901;2654213;2654213;1;Ростелеком;Пермский край
901;2654214;2654240;27;РТ-Мобайл;Пермский край
901;2654241;2654241;1;Ростелеком;Пермский край
901;2654242;2654271;30;РТ-Мобайл;Пермский край
901;2654272;2654272;1;Ростелеком;Пермский край
901;2654273;2654300;28;РТ-Мобайл;Пермский край
901;2654301;2654302;2;Ростелеком;Пермский край
901;2654303;2654347;45;РТ-Мобайл;Пермский край
901;2654348;2654348;1;Ростелеком;Пермский край
901;2654349;2654412;64;РТ-Мобайл;Пермский край
901;2654413;2654413;1;Ростелеком;Пермский край
901;2654414;2654726;313;РТ-Мобайл;Пермский край
901;2654727;2654736;10;Ростелеком;Пермский край
901;2654737;2654797;61;РТ-Мобайл;Пермский край
901;2654798;2654798;1;Ростелеком;Пермский край
901;2654799;2654902;104;РТ-Мобайл;Пермский край
901;2654903;2654903;1;Ростелеком;Пермский край
901;2654904;2654965;62;РТ-Мобайл;Пермский край
901;2654966;2654966;1;Ростелеком;Пермский край
901;2654967;2654978;12;РТ-Мобайл;Пермский край
901;2654979;2654979;1;Ростелеком;Пермский край
901;2654980;2654985;6;РТ-Мобайл;Пермский край
901;2654986;2654986;1;Ростелеком;Пермский край
901;2654987;2655017;31;РТ-Мобайл;Пермский край
901;2655018;2655018;1;Ростелеком;Пермский край
901;2655019;2655151;133;РТ-Мобайл;Пермский край
901;2655152;2655152;1;Ростелеком;Пермский край
901;2655153;2655161;9;РТ-Мобайл;Пермский край
901;2655162;2655162;1;Ростелеком;Пермский край
901;2655163;2655737;575;РТ-Мобайл;Пермский край
901;2655738;2655738;1;Ростелеком;Пермский край
901;2655739;2656430;692;РТ-Мобайл;Пермский край
901;2656431;2656431;1;Ростелеком;Пермский край
901;2656432;2656449;18;РТ-Мобайл;Пермский край
901;2656450;2656450;1;Ростелеком;Пермский край
901;2656451;2656452;2;РТ-Мобайл;Пермский край
901;2656453;2656453;1;Ростелеком;Пермский край
901;2656454;2656499;46;РТ-Мобайл;Пермский край
901;2656500;2656500;1;Ростелеком;Пермский край
901;2656501;2656525;25;РТ-Мобайл;Пермский край
901;2656526;2656526;1;Ростелеком;Пермский край
901;2656527;2656644;118;РТ-Мобайл;Пермский край
901;2656645;2656645;1;Ростелеком;Пермский край
901;2656646;2656668;23;РТ-Мобайл;Пермский край
901;2656669;2656669;1;Ростелеком;Пермский край
901;2656670;2656988;319;РТ-Мобайл;Пермский край
901;2656989;2656989;1;Ростелеком;Пермский край
901;2656990;2656994;5;РТ-Мобайл;Пермский край
901;2656995;2656995;1;Ростелеком;Пермский край
901;2656996;2657012;17;РТ-Мобайл;Пермский край
901;2657013;2657013;1;Ростелеком;Пермский край
901;2657014;2657457;444;РТ-Мобайл;Пермский край
901;2657458;2657458;1;Ростелеком;Пермский край
901;2657459;2657562;104;РТ-Мобайл;Пермский край
901;2657563;2657563;1;Ростелеком;Пермский край
901;2657564;2657651;88;РТ-Мобайл;Пермский край
901;2657652;2657652;1;Ростелеком;Пермский край
901;2657653;2657760;108;РТ-Мобайл;Пермский край
901;2657761;2657761;1;Ростелеком;Пермский край
901;2657762;2657991;230;РТ-Мобайл;Пермский край
901;2657992;2657992;1;Ростелеком;Пермский край
901;2657993;2658066;74;РТ-Мобайл;Пермский край
901;2658067;2658067;1;Ростелеком;Пермский край
901;2658068;2658161;94;РТ-Мобайл;Пермский край
901;2658162;2658162;1;Ростелеком;Пермский край
901;2658163;2658215;53;РТ-Мобайл;Пермский край
901;2658216;2658216;1;Ростелеком;Пермский край
901;2658217;2658286;70;РТ-Мобайл;Пермский край
901;2658287;2658287;1;Ростелеком;Пермский край
901;2658288;2658323;36;РТ-Мобайл;Пермский край
901;2658324;2658324;1;Ростелеком;Пермский край
901;2658325;2658428;104;РТ-Мобайл;Пермский край
901;2658429;2658429;1;Ростелеком;Пермский край
901;2658430;2658666;237;РТ-Мобайл;Пермский край
901;2658667;2658667;1;Ростелеком;Пермский край
901;2658668;2658668;1;РТ-Мобайл;Пермский край
901;2658669;2658669;1;Ростелеком;Пермский край
901;2658670;2658795;126;РТ-Мобайл;Пермский край
901;2658796;2658796;1;Ростелеком;Пермский край
901;2658797;2658919;123;РТ-Мобайл;Пермский край
901;2658920;2658921;2;Ростелеком;Пермский край
901;2658922;2658990;69;РТ-Мобайл;Пермский край
901;2658991;2658991;1;Ростелеком;Пермский край
901;2658992;2658997;6;РТ-Мобайл;Пермский край
901;2658998;2658998;1;Ростелеком;Пермский край
901;2658999;2661002;2004;РТ-Мобайл;Пермский край
901;2661003;2661003;1;Ростелеком;Пермский край
901;2661004;2661019;16;РТ-Мобайл;Пермский край
901;2661020;2661020;1;Ростелеком;Пермский край
901;2661021;2661120;100;РТ-Мобайл;Пермский край
901;2661121;2661121;1;Ростелеком;Пермский край
901;2661122;2661216;95;РТ-Мобайл;Пермский край
901;2661217;2661217;1;Ростелеком;Пермский край
901;2661218;2661308;91;РТ-Мобайл;Пермский край
901;2661309;2661309;1;Ростелеком;Пермский край
901;2661310;2661343;34;РТ-Мобайл;Пермский край
901;2661344;2661344;1;Ростелеком;Пермский край
901;2661345;2661353;9;РТ-Мобайл;Пермский край
901;2661354;2661354;1;Ростелеком;Пермский край
901;2661355;2661415;61;РТ-Мобайл;Пермский край
901;2661416;2661417;2;Ростелеком;Пермский край
901;2661418;2661436;19;РТ-Мобайл;Пермский край
901;2661437;2661437;1;Ростелеком;Пермский край
901;2661438;2661495;58;РТ-Мобайл;Пермский край
901;2661496;2661496;1;Ростелеком;Пермский край
901;2661497;2661700;204;РТ-Мобайл;Пермский край
901;2661701;2661701;1;Ростелеком;Пермский край
901;2661702;2661706;5;РТ-Мобайл;Пермский край
901;2661707;2661707;1;Ростелеком;Пермский край
901;2661708;2661778;71;РТ-Мобайл;Пермский край
901;2661779;2661779;1;Ростелеком;Пермский край
901;2661780;2661801;22;РТ-Мобайл;Пермский край
901;2661802;2661802;1;Ростелеком;Пермский край
901;2661803;2661822;20;РТ-Мобайл;Пермский край
901;2661823;2661823;1;Ростелеком;Пермский край
901;2661824;2661917;94;РТ-Мобайл;Пермский край
901;2661918;2661918;1;Ростелеком;Пермский край
901;2661919;2661947;29;РТ-Мобайл;Пермский край
901;2661948;2661948;1;Ростелеком;Пермский край
901;2661949;2661950;2;РТ-Мобайл;Пермский край
901;2661951;2661951;1;Ростелеком;Пермский край
901;2661952;2661953;2;РТ-Мобайл;Пермский край
901;2661954;2661954;1;Ростелеком;Пермский край
901;2661955;2661962;8;РТ-Мобайл;Пермский край
901;2661963;2661963;1;Ростелеком;Пермский край
901;2661964;2661981;18;РТ-Мобайл;Пермский край
901;2661982;2661982;1;Ростелеком;Пермский край
901;2661983;2662010;28;РТ-Мобайл;Пермский край
901;2662011;2662011;1;Ростелеком;Пермский край
901;2662012;2662298;287;РТ-Мобайл;Пермский край
901;2662299;2662299;1;Ростелеком;Пермский край
901;2662300;2662381;82;РТ-Мобайл;Пермский край
901;2662382;2662382;1;Ростелеком;Пермский край
901;2662383;2662402;20;РТ-Мобайл;Пермский край
901;2662403;2662403;1;Ростелеком;Пермский край
901;2662404;2662554;151;РТ-Мобайл;Пермский край
901;2662555;2662555;1;Ростелеком;Пермский край
901;2662556;2662705;150;РТ-Мобайл;Пермский край
901;2662706;2662706;1;Ростелеком;Пермский край
901;2662707;2662760;54;РТ-Мобайл;Пермский край
901;2662761;2662761;1;Ростелеком;Пермский край
901;2662762;2662765;4;РТ-Мобайл;Пермский край
901;2662766;2662766;1;Ростелеком;Пермский край
901;2662767;2662775;9;РТ-Мобайл;Пермский край
901;2662776;2662776;1;Ростелеком;Пермский край
901;2662777;2662787;11;РТ-Мобайл;Пермский край
901;2662788;2662788;1;Ростелеком;Пермский край
901;2662789;2662830;42;РТ-Мобайл;Пермский край
901;2662831;2662832;2;Ростелеком;Пермский край
901;2662833;2662864;32;РТ-Мобайл;Пермский край
901;2662865;2662865;1;Ростелеком;Пермский край
901;2662866;2662894;29;РТ-Мобайл;Пермский край
901;2662895;2662895;1;Ростелеком;Пермский край
901;2662896;2662931;36;РТ-Мобайл;Пермский край
901;2662932;2662932;1;Ростелеком;Пермский край
901;2662933;2662933;1;РТ-Мобайл;Пермский край
901;2662934;2662934;1;Ростелеком;Пермский край
901;2662935;2663036;102;РТ-Мобайл;Пермский край
901;2663037;2663037;1;Ростелеком;Пермский край
901;2663038;2663042;5;РТ-Мобайл;Пермский край
901;2663043;2663045;3;Ростелеком;Пермский край
901;2663046;2663047;2;РТ-Мобайл;Пермский край
901;2663048;2663048;1;Ростелеком;Пермский край
901;2663049;2663128;80;РТ-Мобайл;Пермский край
901;2663129;2663129;1;Ростелеком;Пермский край
901;2663130;2663138;9;РТ-Мобайл;Пермский край
901;2663139;2663140;2;Ростелеком;Пермский край
901;2663141;2663376;236;РТ-Мобайл;Пермский край
901;2663377;2663377;1;Ростелеком;Пермский край
901;2663378;2663402;25;РТ-Мобайл;Пермский край
901;2663403;2663403;1;Ростелеком;Пермский край
901;2663404;2663472;69;РТ-Мобайл;Пермский край
901;2663473;2663473;1;Ростелеком;Пермский край
901;2663474;2663486;13;РТ-Мобайл;Пермский край
901;2663487;2663487;1;Ростелеком;Пермский край
901;2663488;2663511;24;РТ-Мобайл;Пермский край
901;2663512;2663512;1;Ростелеком;Пермский край
901;2663513;2663559;47;РТ-Мобайл;Пермский край
901;2663560;2663560;1;Ростелеком;Пермский край
901;2663561;2663564;4;РТ-Мобайл;Пермский край
901;2663565;2663565;1;Ростелеком;Пермский край
901;2663566;2663581;16;РТ-Мобайл;Пермский край
901;2663582;2663582;1;Ростелеком;Пермский край
901;2663583;2663611;29;РТ-Мобайл;Пермский край
901;2663612;2663612;1;Ростелеком;Пермский край
901;2663613;2663642;30;РТ-Мобайл;Пермский край
901;2663643;2663643;1;Ростелеком;Пермский край
901;2663644;2663648;5;РТ-Мобайл;Пермский край
901;2663649;2663649;1;Ростелеком;Пермский край
901;2663650;2663820;171;РТ-Мобайл;Пермский край
901;2663821;2663821;1;Ростелеком;Пермский край
901;2663822;2663877;56;РТ-Мобайл;Пермский край
901;2663878;2663878;1;Ростелеком;Пермский край
901;2663879;2664361;483;РТ-Мобайл;Пермский край
901;2664362;2664362;1;Ростелеком;Пермский край
901;2664363;2664466;104;РТ-Мобайл;Пермский край
901;2664467;2664467;1;Ростелеком;Пермский край
901;2664468;2664624;157;РТ-Мобайл;Пермский край
901;2664625;2664625;1;Ростелеком;Пермский край
901;2664626;2664874;249;РТ-Мобайл;Пермский край
901;2664875;2664875;1;Ростелеком;Пермский край
901;2664876;2664941;66;РТ-Мобайл;Пермский край
901;2664942;2664942;1;Ростелеком;Пермский край
901;2664943;2665009;67;РТ-Мобайл;Пермский край
901;2665010;2665014;5;Ростелеком;Пермский край
901;2665015;2665070;56;РТ-Мобайл;Пермский край
901;2665071;2665071;1;Ростелеком;Пермский край
901;2665072;2665161;90;РТ-Мобайл;Пермский край
901;2665162;2665162;1;Ростелеком;Пермский край
901;2665163;2665165;3;РТ-Мобайл;Пермский край
901;2665166;2665166;1;Ростелеком;Пермский край
901;2665167;2665222;56;РТ-Мобайл;Пермский край
901;2665223;2665223;1;Ростелеком;Пермский край
901;2665224;2665268;45;РТ-Мобайл;Пермский край
901;2665269;2665270;2;Ростелеком;Пермский край
901;2665271;2665335;65;РТ-Мобайл;Пермский край
901;2665336;2665336;1;Ростелеком;Пермский край
901;2665337;2665395;59;РТ-Мобайл;Пермский край
901;2665396;2665396;1;Ростелеком;Пермский край
901;2665397;2665437;41;РТ-Мобайл;Пермский край
901;2665438;2665438;1;Ростелеком;Пермский край
901;2665439;2665499;61;РТ-Мобайл;Пермский край
901;2665500;2665500;1;Ростелеком;Пермский край
901;2665501;2665536;36;РТ-Мобайл;Пермский край
901;2665537;2665537;1;Ростелеком;Пермский край
901;2665538;2665564;27;РТ-Мобайл;Пермский край
901;2665565;2665565;1;Ростелеком;Пермский край
901;2665566;2665566;1;РТ-Мобайл;Пермский край
901;2665567;2665567;1;Ростелеком;Пермский край
901;2665568;2665628;61;РТ-Мобайл;Пермский край
901;2665629;2665629;1;Ростелеком;Пермский край
901;2665630;2665691;62;РТ-Мобайл;Пермский край
901;2665692;2665692;1;Ростелеком;Пермский край
901;2665693;2665823;131;РТ-Мобайл;Пермский край
901;2665824;2665824;1;Ростелеком;Пермский край
901;2665825;2667021;1197;РТ-Мобайл;Пермский край
901;2667022;2667022;1;Ростелеком;Пермский край
901;2667023;2667026;4;РТ-Мобайл;Пермский край
901;2667027;2667027;1;Ростелеком;Пермский край
901;2667028;2667036;9;РТ-Мобайл;Пермский край
901;2667037;2667037;1;Ростелеком;Пермский край
901;2667038;2667495;458;РТ-Мобайл;Пермский край
901;2667496;2667496;1;Ростелеком;Пермский край
901;2667497;2667546;50;РТ-Мобайл;Пермский край
901;2667547;2667547;1;Ростелеком;Пермский край
901;2667548;2667560;13;РТ-Мобайл;Пермский край
901;2667561;2667561;1;Ростелеком;Пермский край
901;2667562;2667705;144;РТ-Мобайл;Пермский край
901;2667706;2667706;1;Ростелеком;Пермский край
901;2667707;2667755;49;РТ-Мобайл;Пермский край
901;2667756;2667756;1;Ростелеком;Пермский край
901;2667757;2668165;409;РТ-Мобайл;Пермский край
901;2668166;2668166;1;Ростелеком;Пермский край
901;2668167;2668212;46;РТ-Мобайл;Пермский край
901;2668213;2668213;1;Ростелеком;Пермский край
901;2668214;2668223;10;РТ-Мобайл;Пермский край
901;2668224;2668224;1;Ростелеком;Пермский край
901;2668225;2668407;183;РТ-Мобайл;Пермский край
901;2668408;2668408;1;Ростелеком;Пермский край
901;2668409;2668424;16;РТ-Мобайл;Пермский край
901;2668425;2668425;1;Ростелеком;Пермский край
901;2668426;2668426;1;РТ-Мобайл;Пермский край
901;2668427;2668427;1;Ростелеком;Пермский край
901;2668428;2668432;5;РТ-Мобайл;Пермский край
901;2668433;2668433;1;Ростелеком;Пермский край
901;2668434;2668454;21;РТ-Мобайл;Пермский край
901;2668455;2668455;1;Ростелеком;Пермский край
901;2668456;2668459;4;РТ-Мобайл;Пермский край
901;2668460;2668460;1;Ростелеком;Пермский край
901;2668461;2668461;1;РТ-Мобайл;Пермский край
901;2668462;2668462;1;Ростелеком;Пермский край
901;2668463;2668869;407;РТ-Мобайл;Пермский край
901;2668870;2668870;1;Ростелеком;Пермский край
901;2668871;2669101;231;РТ-Мобайл;Пермский край
901;2669102;2669102;1;Ростелеком;Пермский край
901;2669103;2669124;22;РТ-Мобайл;Пермский край
901;2669125;2669125;1;Ростелеком;Пермский край
901;2669126;2669152;27;РТ-Мобайл;Пермский край
